"","X1.Gender","X2.Country.of.residence","X3.University","X4.Where.do.you.live.","X5.Grade","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X12.Your.exposure.to.artificial.intelligence.includes...Please.select.all.that.apply.","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X40.I.have.received.teaching.training.in.artificial.intelligence","X41.Was.this.teaching.training.a.compulsory.part.of.your.medical.degree.","X42.Please.rate.the.usefulness.of.the.teaching.training.you.have.received","country","q30","gender","university","living_zone","grade","grade_merged","tech_experience","q6k","q1k","q2k","q3k","q4k","q5k","q7k","q8k","q9k","q10k","total_knowledge","total_knowledge_ratio","knowledge_levels","total_deep_learning","total_deep_learning_ratio","deep_learning_levels","total_attitude","total_attitude_ratio","attitude_levels","AI_in_MC_total","AI_in_MC_ratio","AI_in_MC_levels","AI_training_total","AI_training_ratio","AI_training_levels","AI_training_q","attitude_reg","knowledge_merged","knowledge_merged2","knowledge_merged3","A3","A10","A13","ai_mc_1","ai_mc_3","precep","tech_merged","ai_training"
"1","Male","Yemen","Private","Urban","2",3,"4","3","5","No","Yes","None of the above","I don't know","I don't know","TRUE","I don't know","Agree","Agree","Disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Neutral","Agree","Neutral","Strongly agree","Agree","Strongly disagree","Other","4","2","3","3","3","Unsure","Neutral","Neutral","Agree","No",NA,NA,"Yemen","Other","Male","Private","Urban","2","Academic years","3",0,4,3,5,0,2,0,0,2,0,16,53.3333333333333,"low",2,25,"low",53,58.8888888888889,"low",15,60,"moderate",NA,NA,NA,"No","0","low","low",1,"0","9","0","1","9","9","N","No"
"2","Female","Yemen","Governnmental","Urban","4",3,"3","3","3","No","No","Clinical research involving artificial intelligence","TRUE","I don't know","TRUE","I don't know","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Surgery","5","5","3","4","4","Yes","Agree","Agree","Agree","No",NA,NA,"Yemen","Surgery","Female","Governnmental","Urban","4","Clinical Years","3",1,3,3,3,0,0,2,0,2,0,14,46.6666666666667,"low",4,50,"low",72,80,"high",21,84,"high",NA,NA,NA,"No","1","low","low",1,"1","1","1","1","9","1","N","No"
"3","Female","Yemen","Governnmental","Urban","4",5,"3","4","3","Yes","No","Computer science projects involving artificial intelligence","TRUE","I don't know","TRUE","I don't know","Strongly agree","Strongly agree","Neutral","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Diagnostic radiology","5","4","3","4","3","Yes","Strongly agree","Strongly disagree","Disagree","No",NA,NA,"Yemen","D.radiology","Female","Governnmental","Urban","4","Clinical Years","5",1,3,4,3,2,0,2,0,2,0,17,56.6666666666667,"low",4,50,"low",67,74.4444444444444,"moderate",19,76,"moderate",NA,NA,NA,"No","1","low","low",1,"9","1","1","1","9","1","A/SA","No"
"4","Male","Yemen","Governnmental","Rural","5",3,"2","2","2","Yes","Yes","Computer science projects involving artificial intelligence","TRUE","TRUE","TRUE","TRUE","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Surgery","3","3","3","2","3","Yes","Agree","Agree","Agree","Yes","Yes","3","Yemen","Surgery","Male","Governnmental","Rural","5","Clinical Years","3",1,2,2,2,2,2,2,2,2,2,19,63.3333333333333,"moderate",8,100,"high",66,73.3333333333333,"moderate",14,56,"low",4,44.4444444444444,"low","Yes","1","high/moderate","high/moderate",2,"1","1","1","9","9","1","N","Yes"
"5","Male","Yemen","Governnmental","Urban","6",4,"2","3","4","No","No","None of the above","TRUE","TRUE","I don't know","I don't know","Strongly agree","Strongly agree","Neutral","Disagree","Strongly disagree","Disagree","Neutral","Strongly agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","Diagnostic radiology","5","5","5","5","5","Yes","Agree","Agree","Agree","No",NA,NA,"Yemen","D.radiology","Male","Governnmental","Urban","6","Clinical Years","4",0,2,3,4,0,0,2,2,0,0,13,43.3333333333333,"low",4,50,"low",73,81.1111111111111,"high",25,100,"high",NA,NA,NA,"No","1","low","low",1,"9","1","1","1","1","1","A/SA","No"
"6","Male","Yemen","Governnmental","Urban","6",5,"5","5","5","Yes","Yes","Computer science projects involving artificial intelligence","FALSE","I don't know","TRUE","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Internal medicine","5","5","5","5","5","Yes","Agree","Agree","Agree","Yes","Yes","5","Yemen","internal.M","Male","Governnmental","Urban","6","Clinical Years","5",1,5,5,5,2,2,0,0,2,0,22,73.3333333333333,"moderate",2,25,"low",90,100,"high",25,100,"high",4,44.4444444444444,"low","Yes","1","high/moderate","high/moderate",2,"1","1","1","1","1","1","A/SA","Yes"
"7","Female","Yemen","Governnmental","Urban","6",5,"4","5","3","Yes","Yes","2","TRUE","I don't know","TRUE","FALSE","Strongly agree","Strongly agree","Agree","Agree","Neutral","Agree","Strongly agree","Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Neutral","Surgery","5","5","5","4","5","Yes","Neutral","Neutral","Neutral","Yes","No","5","Yemen","Surgery","Female","Governnmental","Urban","6","Clinical Years","5",2,4,5,3,2,2,2,0,2,0,22,73.3333333333333,"moderate",4,50,"low",79,87.7777777777778,"high",24,96,"high",2,22.2222222222222,"low","Yes","1","high/moderate","high/moderate",2,"1","1","9","1","1","9","A/SA","Yes"
"8","Male","Yemen","Governnmental","Rural","6",3,"1","3","3","Yes","No","None of the above","TRUE","I don't know","TRUE","TRUE","Agree","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Strongly disagree","Strongly disagree","Agree","Agree","Neutral","Other","4","4","4","4","3","Unsure","Agree","Agree","Agree","Yes","No","3","Yemen","Other","Male","Governnmental","Rural","6","Clinical Years","3",0,1,3,3,2,0,2,0,2,2,15,50,"low",6,75,"moderate",57,63.3333333333333,"moderate",19,76,"moderate",2,22.2222222222222,"low","Yes","1","low","low",1,"1","0","9","1","1","1","N","Yes"
"9","Male","Yemen","Governnmental","Rural","6",4,"5","4","5","Yes","Yes","None of the above","FALSE","FALSE","TRUE","FALSE","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Surgery","5","4","4","4","4","Yes","Agree","Strongly agree","Strongly agree","No",NA,NA,"Yemen","Surgery","Male","Governnmental","Rural","6","Clinical Years","4",0,5,4,5,2,2,0,0,2,0,20,66.6666666666667,"moderate",2,25,"low",76,84.4444444444444,"high",21,84,"high",NA,NA,NA,"No","1","high/moderate","high/moderate",2,"1","1","1","1","1","1","A/SA","No"
"10","Male","Yemen","Governnmental","Urban","6",3,"2","3","2","Yes","Yes","Computer science projects involving artificial intelligence","I don't know","TRUE","TRUE","TRUE","Agree","Agree","Neutral","Disagree","Disagree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Diagnostic radiology","4","4","3","4","3","Unsure","Agree","Agree","Strongly agree","No",NA,NA,"Yemen","D.radiology","Male","Governnmental","Urban","6","Clinical Years","3",1,2,3,2,2,2,0,2,2,2,18,60,"moderate",6,75,"moderate",62,68.8888888888889,"moderate",18,72,"moderate",NA,NA,NA,"No","1","high/moderate","high/moderate",2,"9","1","1","1","9","1","N","No"
